Date ,Rate ,Topic ,Review ,Type  
2016/07,5,RISDMuseum & Store/Gift Shop,Great Art. Wonderful Bldg. & huge in size. I don't think one can appreciate the whole Bldg. in 1 visit. There is just too much to see. Open Late on Thursdays until 9pm. I love this place & I can't wait to visit again. Don't forget to visit the Gift Shop & buy some of the Artists Work before they become famous!,
2017/04,4,Explore,Great stuff - extensive refurb on a number of floors so flow hampered slightly but some interesting and surprising stuff,Family
2017/03,4,Very good college museum with a wide ranging collection.,"First a little caution: the museum is undergoing some renovations and so parts of the collection are unavailable now and there is some confusion in getting around, since a couple of areas are shut off blocking easy access. Nevertheless, the museum holds a very interesting range of art and design from ancient to contemporary, from American and European to Asian. Surprisingly good selection of Egyptian and Greek and Roman art. Also, ancient and some more modern Chinese, Japanese, and Indian. 18th, 19, 20th century American and European works in every medium; then of course there are many items relevant to their mission to teach design. And there are students everywhere, sketching but not so as to be in the way of other patrons. We frequently remarked about how lucky these students are to have such a treasure trove as a part of their college experience.",Couple
2017/03,5,Don't miss this museum!,They have everything -it's a delight to wander through the beautifully and interestingly curated space.,couple
2017/03,5,Great Afternoon...and Free!,"Would have liked to have stayed longer, but we arrived late in the afternoon.
Much to see and enjoy from the 18th and 19th century paintings to the Greek and Roman antiquities. And it was all free! (on a Sunday)",Family
2017/03,3,"Though Small, RISD Museum of Art Rises to Meet Expectations","I've lived in walking proximity of the museum for a year and a half, and had never been in until today! I don't know what took me so long to visit this small, but great musuem.

Home to one of the largest Buddah statues in America, this attraction houses many awe inspiring artifacts, such as expertly crafted sarcophagi, ornately painted cartonnage cases that were used to house mummies, and coins from anciant Rome, to name a few.

As someone who doesn't neccessarily lable herself an art enthusiast, I appreciate this museum, because it displays pieces that represent something more tangible to me, rather than showcasing only paintings, which I often seem to lack the emotional response or understanding that is evoked for many people.

When you are in Providence, I highly reccomend paying a visit to this museum, especially on sunday, as it is free admission. Enjoy!",Solo
2017/03,5,A small museum with many gems,"“A delightful museum with a much larger collection than expected. It has a peculiar layout, combining perhaps three buildings, so that in order to exit the way we came in, we had to go up to the 4th floor and then down another elevator. Very enjoyable.”
",
2016/12,5,Great local museum,Its amazing that most of the people that go to this museum are from out of the state visitors. Such a great museum that even local Rhode Islanders do not know about. It has a little of everything and the place is deceiving from the outside as the how big it is after you enter. The help in the museum are so very kind and helpful and will direct you to what you may be most interested in. The place is never crowded and has a nice quietness about it. Great place to roam around in.,
2017/03,3,A Little of a Lot,"The museum has a little of a lot of styles of art. When we visited, it was undergoing renovation. Some floors were closed and it was a bit confusing to find our way around.",couple
2017/03,5,Intimate museum with amazing pieces of art,"My first visit to the RISD Museum really impressed me! The quality of the art was amazing for a small museum. The small rooms and the uncrowded atmosphere also made for a wonderful, relaxed visit.",Friends
2016/12,5,Wide Interests? No Problem!,"This museum offers such a variety of art and design from so many eras that there is bound to be something that appeals to everyone. I loved looking at sculpture, clothing, the old masters and modern furniture design then finding ourselves in a historic house. There are permanent and temporary exhibits so there is always something new when you go. I've been a few times on my own but recently got the chance to go with three generations of my family. What a great time we had! It's great that it's free on Sundays too!",
2017/03,5,Perfect size museum for families,The RISD museum has something for everyone. I was a particular fan of the decorative arts including the Chilhully chandelier and arts and crafts vases. The kids loved the colonial rooms and costumes.,Family
2017/02,4,A must see! Did not expect such a great variety,"Lovely museum, its small size belies what a cornucopia of art treasures I saw here. Didn't expect so many greats. Everything from sublime Buddhist pieces (including one of the largest Buddha statues) to cool, Swedish minimalist furniture ....to textile and fashion pieces ...famous paintings by cezanne, monet, Renoir. All lovingly assembled, but not too overwhelming nor too many that they would wear me out. Cherry on top: it's FREE ON SUNDAYS! Don't miss this.",
2017/02,5,Full of Gems,"Whenever I'm in town, I check to see what the special exhibits are first...but often just wander among the permanent collection since it is full of unexpected treasures.",Friends
2017/02,5,Amazing Artwork,"We never expected to see such a wide variety of art in a college museum. From Egyptian to Roman to classical to contemporary, the Rhode Island School of Design Museum of Art had it all. The only thing missing was student artwork which was in the process of being set up. Friendly and informative staff. One negative is the lack of a parking garage but if you're lucky you'll find a spot on the street.",
2017/02,5,Never disappoints,"Please make a stop here you won't be disappointed! One of my favorite spots to go, mostly for the stories from the staff about the pieces they have. One of my favorites is about the owner of house walk through. They replicated a man's house I don't want to spoil anything just ask when you enter what the deal is with him! The pieces don't really change much in most of the exhibits but the tidbits of info I learn are always new and exciting! The staff are always welcoming and really want to tell you all about their section so please I encourage you ask!",Friends
2017/01,5,Relatively small museum with a diversity of a big one," If design is an attractive issue for you, and you also like to see it in a historical perspective as well as in a global scale, you'll probably spend good time here. With various objects from Asia and Europe, a rich collection of post colonial US and a modest but striking section on contemporary art are all together inspiring. And the museum shop has really original pieces.",Family
2016/06,5,A homecoming of sorts,"I was fortunate to go to RISD back in the 1980's, while I was in school going to the museum was a perk. Now it's a treat, to go back, to see new acquisitions and shows. This is one of The MUST - go to places on a visitation list! To pass this by would be a cultural loss for everyone in your family, every religion, every mind 'could opened' just a little bit more.",couple
2017/01,4,A good museum,"This museum is not big, but it has some interesting exhibits. I like the sculptures and furniture exhibited in the museum, some of which are the work of RISD alums.",
2017/01,5,"First time visit, but not the last, particularly of free Sunday's","The RISD Museum was always on my must see places to visit where it is only a 20 min., less than 14 mile drive from my home. The free Sundays from 10 am - 5 pm and free on street parking which can be a problem on Providence's College Hill anytime of the day or evening, plus a local group organizing a Meetup to see the ""Inventing Impressionists"" exhibit got me off my butt to final go. I was blown away by all the exhibits and galleries and will be back again when I have a free Sunday. One suggestion is to buy the hard bound ""Selected Works"" book in the Chase Lobby gift shop (a bargain at $10) which is cheaper than an adult entrance during regular visiting hours. It will help you learn about many of the artworks on display in the Chase Gallery that do not have tag plates.",Friends
2016/07,5,Good night out,The free Thursday exhibits are fantastic and a great free night. The exhibits are as wonderful as any art museum!,
2017/01,4,Nice museum,The RISD museum was being renovated so was a bit difficult to maneuver around. The displays were interesting and worth the visit. We enjoyed our time there.,couple
2016/09,5,So much to look at!,"This museum was a great surprise! There were so many different exhibits covering ancient through contemporary art. Make sure you allow yourself enough time, you won't want to be rushed.",couple
2016/03,5,An Artist Gem in Providence RI,"Come for the classical artwork, stay for the history. This art museum has a bountiful collection of ancient and modern art. It has a 13 foot wooden Buddha the has awed children of all ages for years. it is an absolute must for lovers of art. And a pretty nifty gift shop to boot!",couple
2016/02,5,An artistic gem in Providence,I love the mixture of ancient art and contemporary exhibits. Eclectic and full of exciting art. I highly recommend it!,couple
2016/11,5,"Full of surprises, and an easy way to spend 2 enlightening hours.","This is one of my favorite places in Providence. I am sure people would be surprised to see that this little museum has a little bit of everything that you would otherwise have to travel the world to see. Mummies, a large Buddha, Picasso, an alter, various contemporary artists, Fashion, furniture, Colonial furniture, silver and tea sets, Greek statues and jewelry.... every corner surprises!",couple
2016/11,5,Great activity on a rainy Sunday!,"We visited the museum on a Sunday early afternoon, and it is a wonderful place! Lots of interesting exhibits, both artwork and sculpture, modern and not. Was not very busy, either. We didn't know this, but it is free every Sunday from 10 to 5. That was the icing on the cake!",Friends
2016/07,5,Beautiful museum,"Excellent collection of art from masters and from the students of RISD. We were able to see a special exhibition that was spectacular. There are free exhibition days so be sure to check ahead, I believe in Sunday's.",couple
2016/07,5,This small gemstone of a museum is a great place to visit in Providence.,It is nestled into adjoining brownstones at the foot of College Hill and has a midsized collection spanning from the ancient to the modern era. Many major artists are represented. I love this little place!,couple
2016/11,5,small but high quality,"Been there twice, has modern art, paintings, antiques and furniture. compare with the size, they are really high quality collections. Museum itself also well designed, glass corridor connected two old buildings. Sunday free.",Friends
2016/11,5,Great art and design museum,"This is a very interesting museum of art and design. Quite an eclectic collection ... well worth the time! The facility is a collection of buildings connected by enclosed bridges, which makes it a bit interesting to find your way around, but you will find great art pieces as you explore.",couple
2016/10,5,Free Sunday,This is a great place to spend a few hours while you are visiting Brown University or Providence. It is walking distance from downtown. and you can have lunch on historical Benefit St. Best kept secret free admission on Sundays. See the museum and eat at Korean restaurant one block away Den Den. You will love it.,couple
2016/10,5,RISD Museum,Beautiful museum with the recently added Bolt coffee cafe blends contemporary with historic architecture for a great variety of art genres.,Family
2016/11,4,Incredibly Eclectic,"So many varied types of art and collections. There was something interesting at every turn. It would be helpful if there was actually a map of each floor, but this is a minor drawback to an otherwise fun and refreshing museum. If you have time to let yourself wander, you will get a lot out of enjoyment from this museum.",Friends
2016/11,5,Awesome Aesthetic - Compelling Collection,"You don't just visit the Rhode Island School of Design (RISD Museum), you allow it to envelop you. Stunning, diverse and cleverly curated. It is the quintessential university collection on steroids. The collections span ancient civilization in the east and west, contemporary and modern, paint to porcelain, silver to sculpture, architecture and design. It is a fusion of culture and aesthetic that invites your to drift through the concise but strong collection. One has to meander as the museum encompasses five cleverly interconnected buildings. From the creaking floors of a colonial federalist home to more traditional and modern galleries the setting compliments the collection. Perfect for a rainy day as you'll be occupied for hours - but not to be missed.",couple
2016/11,5,A Favorite small museum experience,"So many great works in the permanent collection. The period rooms are a treat for small ones. all staff welcoming and informed.
Not perfect for smallest amongst us but hey enjoyed the active booklet.",Family
2016/10,4,Nice eclectic collection,"The RISD Museum has different exhibitions and will interest many people.
The museum is easy to get lost in (different interconnecting buildings).
Staff is friendly and helpful.
It is worth checking out if there are student exhibitions, we visited one which was nice.",Friends
2016/10,5,A treat and a respite in downtown Providence,"Excellent museum, with a wide selection of art available for viewing and interacting. Be sure to find the fabric section--and to ask for assistance in having them open drawers and bring out items you might not expect. Frequent lectures available, terrific new coffee shop with food (Cafe Pearl). Never assume what will be there--expect the unexpected. A real treasure.",Friends
2016/06,4,"Creative, Thoughtful Museum","Have visited this museum many times for a wide variety of exhibits and film shows. Always innovative, exciting, varied, and pleasurable experience.",Friends
2016/11,5,nice and a must see!,place and very very nice,
2016/10,5,UNIQUE CLASSEY BEAUTIFUL ARTWORK,The designed items are one of a kind and amazing. The artwork includes many well known artists. A must see in Providence!.,couple
2016/10,4,"Don’t miss this gem!

","It would be a pity not to visit this smallish powerhouse of a museum if you are in Providence. While the museum is small compared to, say, the Metropolitan Museum of Art, it packs in quite a variety of artwork, from Ancient Egypt and Asia to current trends in art and design. The Impressionist area was being renovated, but many important impressionist paintings were downstairs in a special exhibit. Part of the museum’s charm is that it’s part traditional museum and part house. The main drawback is that there is no good map for the complicated, twisty layout. However, the docent “guards” are very helpful. The café is too small to handle the lunch crowd, even on a week day.",couple
2016/10,3,A labyrinth but probably worth it.,"Nifty current impressionist show, Manet, Monet, others and some nice context. You do wander quite a bit when you're there and it's hard to understand the floor maps--mostly you don't believe them--but theyre accurate. No handout upon entry to know where the various exhibits are. You'll be climbing some stairs at this museum. Very nice staff at entry who helped me with a locker and a storage spot for my suitcase--was on a business trip. Cute little gift shop, but with all they have to choose from, it's on the meager side. They, like all museums--why is this?--subscribe to the ""tiny description convention,"" which makes i difficult to read to informative panels by each of the works. So much for 'design' as an enabler of good communication. I'd go back depending on the show they're doing, but only then.",solo
2016/10,5,Tiny At Gallery,This is a small art gallery in comparison to some of the Major museums but it has quality. The museum is compact and delightful.,Friends
2016/10,4,"Small, but impressive","Their present show on ""Impressionism"" was worth the visit alone. But also don't miss their ancient artifacts.",couple
2016/10,4,Wonderful,"Around every corner, up every twisting staircase, up every elevator from floor 6 Egyptian, down to the Chace Plaza GS, you will find something surprising and enchanting. Loved the Nick Cave Sound Suit and the Chihuly glass work. The small but representative 'Inventing Impressionism' open as of 21 October took me back in time.",solo
2016/10,5,Start your Christmas shopping,Love the museum store. Always can find a special gift at risd. What a Rhode Island treasure to gave so much talent.,solo
2016/09,5,Great museum,"You won't be disappointed here. This is museum that perhaps is not well know, but worth every minute spent here. I particularly like the Egyptian items which I was first exposed to many decades ago.",couple
2016/09,5,Very nice museum,The best museum in Providence very good made and the collection is not so big but really interesting. Is a must when you are in Providence.,couple
2016/10,5,Full of unexpected gems,"There is something for everyone in this museum, from ancient Rome to Rothko, old and new. I recommend exploring the ""house"" part of the museum.",Friends
2016/09,5,"Amazing experience, beautiful museum and displays!","If you're an art lover in Providence, this is the place to be. I was left in awe with every artist displayed there! (Monet, Van Gogh, Picasso) and the curatorship was absolutely beautiful! They close at 5pm, and we got there an hour before so we didn't have time to see everything with patience. I will definitely be back to experience more of this beautiful museum!",Friends
2016/10,5,A Must See for Museum Lovers,I had read about this museum on TripAdvisor and was inspired to visit because of the reviews during a recent business trip to Providence. The museum lived up the reviews and did not disappoint! The museum is deceptively large and has some really great pieces. Admission was $12 and is free on Sundays. Definitely worth the visit if you have time!,business
2016/05,5,a must see during your visit to Providence,We happened to catch the Todd Oldham exhibit and WOW would be an understatement.. check out their website for current exhibits and times when they offer free admisssion.. Parking in the area is metered and there are a couple of nearby lots... definitely worth a visit,Friends
2015/11,5,Great Museum that can be experienced in a day,"Many Museums can be overwhelming and mentally exhausting like the Metropolitan Museum in New York, which is amazing, but takes virtually 4-5 days to truly explore. This museum is effective yet just the right amount of size that it doesn't feel as overwhelming as other museums can feel. It's almost symbolic of Rhode Island itself, which is a small state, but has a lot to offer and a lot of incredible sights and locations within it.",Friends
2016/09,5,Wonderful Museum,"This Museum has an extremely varied and eclectic collection. Modern Art, Colonial Art, Egyptian collection, Furniture, etc.etc.etc. It's housed in several interconnected buildings. One of the best small museums we have ever been to..",couple
2016/09,5,"Eclectic, stunning, top notch collection. A hidden GEM!",MUST SEE: the buddah room and the portrait gallery. Great little cafe down below serves fantastic coffee and snacks. Check out any specialty exhibits - always worth the trip!,Family
2016/10,5,A Must-See for Art Lovers!,"This museum was highly recommended by family and it did not disappoint. There is art from Egypt, Rome, Asia and rooms completely set up with historical American furnishings. There is also contemporary art and design, as well as a student gallery. The museum winds its way among several floors and it isn't hard to get a little lost, but the staff are there to help you out and share info if you ask. Otherwise, they do leave you to browse and ponder. Lovely place!! And if you love art supplies, there's a great art store across the street!",Friends
2016/10,4,The Goldilocks of Museums,"The collections are wonderful, with plenty of work from artists who are not old white men, and not completely overwhelming. The art of RISD students is amazing.",solo
2016/10,5,"RISD Museum at Top of College Hill, Great Collections of Art,Free Entrance on Sunday!","Great Egyptian, Greco-Roman collection,Medieval and Renaissance,Impressionism, Modern and Contemporary collections with conferences and guided tours. Has beautiful views of Providence skyline in the middle of historical College Hill.",Family
2016/10,5,Great Collection Of Art And Artifacts,"I was on a recent business trip in Rhode Island and decided to swing by the RISD Museum of Art. The entry fee is $12 and it takes about an hour to hour and half to get through the museum. You could spend more time if you wanted to read all of the information or listen to the audio but for a casual goer it's a little under 2 hours. I was very impressed by the collection of not only art, but artifacts from various time periods. My favorite area was the Egyptian Exhibit with the Tomb and Mummy of Nesmin. The Greek coins and architecture area was a close second. I enjoyed being able to browsed around this extensive museum and then finish in the student art exhibit to see what students of the RISD were creating. Great spot to visit while in Providence.",solo
2016/10,5,Excellent collection,Lots of important works and artfully arranged in an interesting maze of old and new building. Check out the Do Ho Suh wallpaper (art) in the cloakroom at the back entrance.,Family
2016/09,4,"It's a school, a museum and a historic mansion","That tells it all and explains the confusing layout that extends over multiple buildings that are on a steep hill. So the entrance level into the first floor of the historic mansion is on the third (I think) floor of the museum. That said, it's an imaginative museum with period rooms and collections that range from the ancient Egyptian to federal United States to contemporary of the moment. The labels and curating are first-rate. Definitely worth a couple of visits to sort it all out. And we lucked out - free on Sunday.",Family
2016/09,5,RISD MUSEUM,Excellant collection of fashion exhibited at the museum! RISD is such a fascinating campus to visit.,Solo
2016/10,5,Very good collection,"I was so impressed with the depth of this collection. There is something for everyone here: textiles, porcelain, furniture, sculptures as well as Monet, Degas, Braque, Picasso, Warhol and the rest of the more well known artists. This place would hold the interest of many. Well worth a visit.",Friends
2016/09,4,Stunning collection,Stunning collection of European Art which we were interested in. Lovely fashion exhibit too. Cafe a bit sparse but nice food.,couple
2016/10,5,A great collection that will in turn amaze and surprise you!,"We had been recommended to go here by our Airbnb host - a great choice! For a museum on a small site there is so much to see - we ended up going back on a separate day as there were things we had not been able to look at and other items that we wanted to see again. There are three linked museums - we started at the top with the period house which was well explained - rooms are set up to represent different styles and time periods. Good, but not earth shattering. We then went into the art galleries. We have visited many throughout the world and did not expect to see so many paintings of such a diverse range and of such quality. There was a stunning Picasso painted early in his career that you may have thought to be a Lautrec, there were three Monet's including a different version of the ""Poppies"", a van Gogh, Cezanne, a great Morisot. The list of quality painters goes on and on. There are sculptural pieces by Rodin, a superb Lloyd Wright piece of stained glass, modern art including a superb painting called Mooring by Joan Mitchell, a Babylonian lion from 2500 years ago, Japanese inspired print work, medieval carvings. It is so diverse - everybody will find something to admire, enjoy and love in this museum. Give it the time it deserves but do not miss it.",couple
2016/09,5,Small museum with a lovely collection of art,"Located right on Benefit street, this museum is within walking distance of some of the last few free places to park in the city. This was our first time visiting the museum and we had no idea what to expect. We thought, perhaps, that we would be seeing the art and fashion projects of the talented RISD students but it was so much more.

Passing from one room to another you are in the presence of some of the greatest works through the ages including Ancient Greece, Rome, Asia, Egypt, Europe and 18th and 19th century America. You will see works by Degas, Cezanne, Monet, Manet, Picasso, van Gogh and so many more.

There is an entire wing dedicated to the collection of Charles Pendelton which includes furniture, silver, glass, ceramics, textiles, and paintings.

You can spend as little or as much time as you want exploring the many floors. There is a coffee shop if you want to take a break. Not sure the museum is a good fit for younger children.",Couple 
2016/09,4,Main attraction of the town,"Three linked museums; one general museum with stuff from ancient Egypt to modern times, one period house and one of modern art. A very pleasant couple of hours",
2016/08,5,Best museum in Providence,"I have been going to the RISD Museum since the 1980s, and go several times a year. The regular collections - the big wooden Buddha, and the Egyptian exhibits (which are impressive, and include a mummy), and the incredible first-floor gallery of portraits and landscapes - are always worth a look.I come back for the Buddha, and the portraits, and the early Medieval art, and the Roman marblework, and the Napoleonic items. And there's always a new show, which is often an exhibition of newer / 20th century art (recent examples: women's art, fashion). It's always fun, and always worth a look. Five stars.",Couple 
2016/10,4,Small Gem,"You wouldn't expect much since there's not much to see from the outside. We got free admissions from Bank of America but it's apparently free on Sundays. There's is a fair amount of abstract pieces and of course industrial designs and textiles. The Rennaisance art collection is surprisingly large for a college museum. There's a small Asian art collection, which is also interesting.",Couple 
2015/10,5,Nice small museum. Great museum gift shop too.,"A nice way to spend a couple of hours. It's right on Benefit Street. The gift shop as a lot of things that have been designed by RISD grads, some which you might have seen in stores, but many which are not ones you will usually find at your local Target.",Couple
2016/07,5,Amazing Fine Art Collection and Todd Oldham Exhibit!,"I was thoroughly blown away to enter rooms filled with Claude Monet's and Vincent Van Gogh's paintings! The docent was very knowledgeable and shared the rich history of how the museum acquired such fine paintings for it's collection! We were very grateful to have learned so many interesting things about the artwork!

We also were blown away with the Todd Oldham Exhibit! What an inspiring designer! Absolutely loved everything about this exhibit! What an amazing museum!",Family
2016/09,5,Lovely Museum Collection,"A wonderful collection of Ancient, European, Early American , American , and Modern Art and Design .",Solo
2016/09,4,interesting Collection,"A solid good museum with a good collection. The focus is largely on furniture and we enjoyed the Todd Oldham collection. While this collection ended last week, you will not be disappointed by the other exhibits. Plan on spending 1-2 hours here and it certainly is worth it.

Note that if you plan on visiting and you're able to do it on a Sunday do it then since admission is free.",Couple 
2016/09,4,"Interesting collection, convenient location near the waterway",Just dropped in and would like to have spent more time. Easy to get to if you are staying in the downtown and touring by foot.,Family
2016/09,5,Local Gem,I have been twice and would love to go more often. It is such manageably sized museum with a large variety of exhibits. I have stars in my eyes from having just seen Todd Oldham's fashions on special exhibit. Truly spectacular. I was fortunate to make it there on the last day.,Friends
2016/08,5,A great museum with an eclectic collection to please everybody,Loved this place and I do not care for museums in general. A nice varied collection and very nice informative staff.,Friends
2016/06,5,"Really neat place w a nice, varied collection.","This is a beautiful museum with a nice variety of items on display, from Egyptian artifacts to paintings by the masters to a replica of a colonial home including furnishings, porcelain items and silver. Beautiful! And free on Sundays!",couple
2016/09,4,"Nice Variety, More than Expected","A reasonably sized museum, with a variety of pieces. It mainly focuses on furniture, but it includes paintings. It is bigger than expected. Reasonably priced at $12.",couple
2016/09,4,Wonderful Small Museum,"RISD Museum does not belong to the citizens of RI, it is an extension of Rhode Island School of Design, therefore a Museum accessible to both the community and legions of visitors who visit the city of Providence. Unlike the great Museums of the world, like the MET in NY City, or Louvre in Paris, RISD Museum is mall and easy to navigate. But in spite of being small it holds a terrific permanent collection and an occasional fine special exhibition. IN the last few years it has expanded in size in spite of its small foundation, and this has added a new in house cafe, Pearl's Cafee and more exhibition space. The Main Gallery is often a place for musical events surrounded by walls filled with art from the collection. It is definitely a Mueum worthy of a visit and appreciation.",
2016/08,5,A jewel of a museum!,"The RISD museum was a delightful surprise. They had a fabulous Todd Oldham retrospective when we were there and it was an amazing array of beautifully displayed ""costumes"" from this high fashion designer. Unfortunately this exhibit closes on September 11, 2016, but if you can get there in the next few days you will not be disappointed. The galleries comprised of art made by recent RISD students are also amazing.",Family
2016/08,5,Endless! What a great time!,"From the outside, especially entering near the cafe, it doesn't seem like the museum will be like much. Boy were we wrong. This museum was HUGE and easy to get lost in (but in a good way!!). It contained a variety of materials, exhibits, and more! We had such a great time. Great balance of modern and fine art.",Couple 
2016/08,5,Nice little museum,The price is just right with this place and with some pieces by Van Gogh and Picasso definitely worth the visit. The security guards were a bit overzealous but I can understand with some of the loud and clueless patrons that were there.,couple
2016/08,4,A lovely small scale museum,"Providence is small. It's art museum is also small. Having said that, this museum has wonderful amount of art both contemporary and historical. I am never disappointed when I visit. Another wonderful thing is that they offer free membership to artists who live in Rhode Island. They also put on a pretty high frequency of evening events.",solo
2016/02,5,Ancient and New!,"This is a beautiful art museum. The giant blue room with all of the paintings is outstanding! If you visit on Sunday, the admission is for free! What a better and relaxing way than to complete any weekend trip or adventure with a free exploration of the powerful art within!",Friends
2016/08,4,excellent Todd Oldham exhibit!,"The RISD Museum has wonderful exhibits, and the current fashion extravaganza is no exception. The galleries are great space and the curatorial staff are superb. However, be patient as the organization of the collection is a bit hodge podge.",Friends
2016/07,2,Over rated,"With all the wonderful reviews this museum got I was excited for my visit. Parking is impossible. If you are trying to locate handicapped parking, there wasn't any available. There is a lot you can park in and pay over $20, but with a wheelchair finding handicapped entrance almost impossible. The paper map of the museum they provide you is difficult to read. The docents in each gallery knew nothing of the exhibits. A lot of the exhibits were very dusty. We went for the fashion exhibit, and as my mother taught me, if you have nothing nice to say, then don't say anything. So I will say nothing. The bathroom was memorable. Eyeballs. There were a few interesting pieces scattered throughout, but for the admission price and parking availabiliy, not worth it. This is one museum I will not go back to.",Friends
2016/08,5,Nice,"Wonderful place to take the kids. We went Sunday because it was free and the kids loved it. So much different art work, the kids had a ball",
2016/08,5,Wonderful Small Museum,"I love the Rhode Island School of Design Museum. It is an excellent small museum that you can visit in a couple of hours. It is on a different scale from the NYC museums like the Met, the Guggenheim or the MOMA or the Boston Museum of Fine Arts but if you are visiting Provi, it is definitely a must. RI School of Design is a top art school in the country and the museum reflects this.",Couple
2016/08,5,Great experience,"Something for everyone in this beautifully curated museum -- mod fashion to mummies, Monet to ancient China. Exceptionally helpful staff eager to help.",couple
2016/07,5,BEAUTIFUL MUSEUM...,The museum is beautiful and has a very extensive collection. Great gift shop as well with unique merchandise to choose from.,couple
2016/08,5,Great Collection,"The RISD museum shows a great collection in a great city. They offer a nice little coffee shop hosted by Bolt Coffee that opens early before the museum, too. The scope of the collection is broad, and being operated under the auspices of a higher ed institution, they present thoughtful exhibitions that often lean toward a focus in design. There is a gallery of student work, and the shop features products designed by RISD grads. The museum has expanded in recent years and is a great place to spend a few hours. Staff is friendly and exhibitions are presented in a way that makes them fun and easy to enjoy. Not a stuffy place at all!",business
2016/08,4,Free on Sundays,We stopped at the museum before driving home on Sunday since it's free on Sundays. They have a good collection - it took us a little over and hour to see the stuff that we were interested in.,Couple
2016/08,4,A little bit of everthing,"RISD once you figure out how to get in the building is a fine visit for a short time.

They cover many different subjects from fashion to ancient Egypt but none very deep so it a good survey location.

I went for the federal period furniture and indeed the 6 or so room displays have some fine examples. The lighting could be better and there is no ability to get more information but the examples are stunning.

We also enjoyed the fashion displays which many would like.

One tip, parking is hard but the lot by the white church, Metro, has not signs to tell you this but if you get their ticket validated by the museum, it is half price.",couple
2016/08,5,Small but neat museum,Don't pass up a chance to attend this little gem. An eclectic collection ranging from Ancient Egypt through current student exhibits. All well displayed. Very enjoyable.,couple
2016/02,5,What a surprise,"This is a really cool museum with some world class art and artifacts. I've been by it many times, but never knew it would be so good. Great staff and gift shop too. Very manageable if you are on a tight schedule and definitely worth the trip.",business
2016/08,5,Excellent range of art,A great range of art from Egyptian to modern art. Quite a few famous artists paintings as well as Rodin sculptures. Also the fashion exhibition was very interesting by Todd. Layout can be tricky to navigate but it was well worth the effort,Family
2016/07,5,Spent a Few Great Hours on Our Vacation,"Had a wonderful afternoon visiting the museum while in Providence. There was a special Tod Oldham exhibit was was wonderful . Dozens of dressed mannequins, videos, behind there fashion stories and scenes -- really great. Lots of other things to see as well and I'd make it a must stop when visiting Providence, They have a little cafe there on there ground floor.",couple
2016/08,5,Great Museum,"I was surprised how many rooms were in the museum. There were so many things to see. It covered various places in the world such as Egypt, Europe, and China. It also covered many time periods. Definitely enjoyed the Todd Oldham collection",Friends
2016/08,5,Only had time for two exhibits but great,"This museum was free with a military ID. It was hard to find free parking, but once inside this was an world-class museum. The exhibits had detailed placards for every object and they were not crowed. We saw the temporary exhibit ""All of Everything Todd Oldham Fashion"" which displayed and put in context the fashion well.",Family
2016/07,4,"Small but outstanding art museum
","The RISD museum is small and can be covered in about an hour if you are not stopping to sketch or rest. Their space and their collection are both outstanding, Tends to run to contemporary art, which is right up my alley, but they have an interesting mix as well.",Solo
2016/08,4,A really nice museum,"A very good museum with high quality. I especially loved their glass collection, but I also found quite a few gems along their paintings. There is really something for everybody. The special exhibition on fashion and clothes design was terrific and fun. The building itself is wonderful even though you can get a bit lost on where you have been and what's still to be seen. I would have liked them to number the rooms so you could follow the numbers to be sure you see it all.
If you have parked in the nearby parking lot, be sure to get your ticket stamped by the museum. It reduces the pay with about 50%.",Family
2016/08,5,A must see.,"An amazing Todd Oldham exhibit was on while we were there. I'm not all that into fashion, but this was truly spectacular. However, the student gallery was tremendous. Make sure you visit while in Providence. You can be in and out in under an hour, as well.",couple
2015/10,5,"Peaceful, relaxing, inspiring.",More than I expected. Art from around the globe and from every time period. I especially love the big blue room full of paintings. Cute gift shop where some serious damage could be done if you don't practice self control! But also a good place to find special gifts.,couple
2016/08,4,Great Selection of Art!,"Wonderful selection of artistic styles and antiquities, but a little disappointed at the lack of more modern sculptures. The layout of he floors and accessibility of the elevators/levels is very confusing. It is definitely worth the price of admission as there is so much to see! Expect to stay at least four hours to appreciate everything!",Family
2016/07,5,Fabulous Museum,I was surprised at how much this museum has to offer. Thoroughly enjoyed walking thru with the kids for about 2 hours.,Family
2016/08,4,Hoped for more,"The RISD has such a great reputation that I was a little disappointed. They have a fine arts museum, and were showing avant-garde works by students and a fashion designer with roots in Turin, Italy. But, I wanted more. I wanted their store to be like the MOMA's in NYC. Full of exciting new designs. I wanted to see more from their best students, past and present. We all need more art!",Family
2016/08,5,Must see,I wish we could have spent several more hours at this wonderful museum. It is a great balance between works of RISD alums and other artists. It is bigger than I thought it would be. We will go back.,
2016/05,4,"Expected more, but all in all, was nice","As my personal expectation and as a designer myself, I was hoping for a more contemporary exhibit, but the building is gorgeous (albeit difficult to navigate inside, even with the map), and the different exhibits were interesting. Nice checking the gift shop on our way out! Went on a Sunday, so the free admission was nice! The entrance is hard to find, and looking for parking spaces outside takes time, even though it was a cloudy & cold day, had to walk a couple of blocks.",couple
2016/07,4,Perfect Small Museum,A great museum - not overwhelming but expansive. They have great selective works from major artists from every era. Free on Sunday.,couple
